s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 7.7631946E+000, 3.5084245E+003,-1.3567945E+003,-1.4125508E+003,-4.4463888E+001, 1.2301433E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6468502E+002, 6.9584549E+002, 9.3620782E-002, 9.3620782E-002
 7.7715015E+000, 3.6458552E+003,-1.3901858E+003,-1.4034838E+003,-4.6160059E+001, 1.2227570E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1292327E+002, 8.0724823E+002, 9.3037467E-002, 9.3037467E-002
 7.7881155E+000, 3.6782205E+003,-1.4216907E+003,-1.3949771E+003,-4.6163777E+001, 1.2076332E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1189295E+002, 8.1659646E+002, 9.1955234E-002, 9.1955234E-002
 7.8047299E+000, 3.8365440E+003,-1.4531235E+003,-1.3807993E+003,-4.5713877E+001, 1.1955630E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0728617E+002, 9.5810286E+002, 9.0851518E-002, 9.0851518E-002
 7.8202510E+000, 4.0089795E+003,-1.5498852E+003,-1.3686456E+003,-4.4567302E+001, 1.1849673E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0023051E+003, 1.0470664E+003, 8.9984560E-002, 8.9984560E-002
 7.8346791E+000, 4.1876726E+003,-1.6479562E+003,-1.3573362E+003,-4.2992561E+001, 1.1772101E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1222472E+003, 1.1405649E+003, 8.9440822E-002, 8.9440822E-002
 7.8491073E+000, 4.2974695E+003,-1.6669161E+003,-1.3513140E+003,-4.2614804E+001, 1.1727041E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1801164E+003, 1.2377973E+003, 8.9123325E-002, 8.9123325E-002
 7.8635354E+000, 4.4627159E+003,-1.7398947E+003,-1.3481724E+003,-4.4165273E+001, 1.1696213E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2720619E+003, 1.3316531E+003, 8.8809802E-002, 8.8809802E-002
 7.8779635E+000, 4.5788431E+003,-1.8171563E+003,-1.3448458E+003,-4.3618612E+001, 1.1594821E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3840179E+003, 1.3743819E+003, 8.8244739E-002, 8.8244739E-002
 7.8923917E+000, 4.6910602E+003,-1.8375244E+003,-1.3516351E+003,-4.4936242E+001, 1.1511268E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3984992E+003, 1.4581156E+003, 8.7715526E-002, 8.7715526E-002
 7.9075413E+000, 4.8553323E+003,-1.9146536E+003,-1.3598813E+003,-4.2774972E+001, 1.1434710E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4941203E+003, 1.5391659E+003, 8.7065886E-002, 8.7065886E-002
 7.9234123E+000, 4.9270719E+003,-1.9278714E+003,-1.3703814E+003,-4.2136006E+001, 1.1404508E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5775180E+003, 1.5878235E+003, 8.6839140E-002, 8.6839140E-002
 7.9392834E+000, 5.0451487E+003,-1.9659494E+003,-1.3852960E+003,-4.3547128E+001, 1.1350857E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6250773E+003, 1.6514912E+003, 8.6586045E-002, 8.6586045E-002
 7.9551544E+000, 5.2185438E+003,-2.0601044E+003,-1.4020991E+003,-4.3725856E+001, 1.1249173E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6211915E+003, 1.7137393E+003, 8.5947702E-002, 8.5947702E-002
 7.9710255E+000, 5.4880786E+003,-2.1852389E+003,-1.4353253E+003,-4.3005927E+001, 1.1223467E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7961548E+003, 1.8256307E+003, 8.5825645E-002, 8.5825645E-002
 7.9868965E+000, 5.5404623E+003,-2.1919391E+003,-1.4696002E+003,-4.5688957E+001, 1.1222149E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8124660E+003, 1.8343563E+003, 8.5975243E-002, 8.5975243E-002
 8.0027676E+000, 5.6844454E+003,-2.2650428E+003,-1.5021434E+003,-4.6786511E+001, 1.1151285E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8366116E+003, 1.8715878E+003, 8.5518375E-002, 8.5518375E-002
 8.0107031E+000, 5.6687416E+003,-2.2626628E+003,-1.5271646E+003,-4.9916799E+001, 1.1104011E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8664380E+003, 1.8301078E+003, 8.5191485E-002, 8.5191485E-002
 8.0265741E+000, 5.7629506E+003,-2.2814232E+003,-1.5548895E+003,-4.9488777E+001, 1.1054927E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8325390E+003, 1.8782546E+003, 8.5010948E-002, 8.5010948E-002
 8.0424452E+000, 5.8081139E+003,-2.3309421E+003,-1.5759307E+003,-5.0927627E+001, 1.1008831E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8571099E+003, 1.8514143E+003, 8.4778033E-002, 8.4778033E-002
 8.0561819E+000, 5.8408001E+003,-2.2922384E+003,-1.6040588E+003,-5.3636923E+001, 1.0988806E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8861495E+003, 1.8919649E+003, 8.4874385E-002, 8.4874385E-002
 8.0767879E+000, 5.8075751E+003,-2.3137400E+003,-1.6212431E+003,-6.2047506E+001, 1.1004070E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8312921E+003, 1.8116448E+003, 8.5063401E-002, 8.5063401E-002
 8.0905247E+000, 5.7262535E+003,-2.2641755E+003,-1.6451324E+003,-6.2517571E+001, 1.0957200E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7515834E+003, 1.7555238E+003, 8.4763138E-002, 8.4763138E-002
 8.1042624E+000, 5.7527034E+003,-2.3160645E+003,-1.6445874E+003,-6.8455597E+001, 1.0914504E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7525821E+003, 1.7246873E+003, 8.4575311E-002, 8.4575311E-002
 8.1180000E+000, 5.6812949E+003,-2.2885869E+003,-1.6543300E+003,-6.9769664E+001, 1.0904933E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7034132E+003, 1.6696988E+003, 8.4585035E-002, 8.4585035E-002
 8.1317368E+000, 5.4965311E+003,-2.2277072E+003,-1.6208257E+003,-7.3331612E+001, 1.0885151E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6135095E+003, 1.5757552E+003, 8.4541263E-002, 8.4541263E-002
 8.1454744E+000, 5.3392132E+003,-2.1581296E+003,-1.6120133E+003,-8.0771463E+001, 1.0853145E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5540665E+003, 1.4893842E+003, 8.4321333E-002, 8.4321333E-002
 8.1660795E+000, 5.1133602E+003,-2.0405258E+003,-1.5875169E+003,-8.7840842E+001, 1.0835905E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4543226E+003, 1.3985603E+003, 8.4157480E-002, 8.4157480E-002
 8.1798172E+000, 4.8738710E+003,-1.9335353E+003,-1.5638585E+003,-8.4529492E+001, 1.0822594E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3545440E+003, 1.2930299E+003, 8.4047089E-002, 8.4047089E-002
 8.1918612E+000, 4.7549037E+003,-1.8827318E+003,-1.5774364E+003,-8.9659240E+001, 1.0780053E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2285117E+003, 1.2061542E+003, 8.3669020E-002, 8.3669020E-002
 8.2099266E+000, 4.5721527E+003,-1.8256943E+003,-1.6301826E+003,-8.1197383E+001, 1.0751370E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1392143E+003, 1.0361535E+003, 8.3229701E-002, 8.3229701E-002
 8.2219696E+000, 4.4416584E+003,-1.7767890E+003,-1.7389558E+003,-8.6518455E+001, 1.0753382E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9745595E+002, 8.4047047E+002, 8.3153316E-002, 8.3153316E-002
 8.2400351E+000, 4.3181445E+003,-1.7252710E+003,-1.8718953E+003,-8.9004823E+001, 1.0753477E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1657270E+002, 6.3304871E+002, 8.3061324E-002, 8.3061324E-002
 8.2520790E+000, 4.1780783E+003,-1.6654355E+003,-1.9945796E+003,-8.8735890E+001, 1.0778564E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0452460E+002, 4.3040513E+002, 8.3238437E-002, 8.3238437E-002
 8.2701445E+000, 4.1017947E+003,-1.6320684E+003,-2.0924886E+003,-8.8841460E+001, 1.0802693E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4182507E+002, 2.8947657E+002, 8.3332036E-002, 8.3332036E-002
 8.2821884E+000, 4.0432248E+003,-1.6145706E+003,-2.1662418E+003,-8.6779220E+001, 1.0831857E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4861150E+002, 1.7671638E+002, 8.3425919E-002, 8.3425919E-002
 8.3002539E+000, 3.9281705E+003,-1.5711032E+003,-2.2112796E+003,-9.0170529E+001, 1.0872467E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1105047E+002, 5.6704320E+001, 8.3580959E-002, 8.3580959E-002
 8.3122969E+000, 3.8203478E+003,-1.5246385E+003,-2.2336148E+003,-9.2835158E+001, 1.0978654E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6089680E+001,-2.9642773E+001, 8.4241765E-002, 8.4241765E-002
 8.3303623E+000, 3.7201839E+003,-1.4843320E+003,-2.2659949E+003,-9.6612048E+001, 1.1147375E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.8624685E+001,-1.2564022E+002, 8.5361484E-002, 8.5361484E-002
 8.3424063E+000, 3.5967400E+003,-1.4350797E+003,-2.2885889E+003,-9.3599870E+001, 1.1317362E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4692516E+002,-2.1939669E+002, 8.6512036E-002, 8.6512036E-002
 8.3604717E+000, 3.5280243E+003,-1.3999822E+003,-2.3004901E+003,-8.8403047E+001, 1.1404564E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1801213E+002,-2.5971049E+002, 8.7187474E-002, 8.7187474E-002
 8.3737192E+000, 3.4472848E+003,-1.3548971E+003,-2.3094003E+003,-9.0668291E+001, 1.1528820E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7443408E+002,-3.0652795E+002, 8.7988430E-002, 8.7988430E-002
 8.3869677E+000, 3.4250693E+003,-1.3469549E+003,-2.3105944E+003,-9.5379389E+001, 1.1606365E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0484963E+002,-3.2669885E+002, 8.8705575E-002, 8.8705575E-002
 8.4002161E+000, 3.4112610E+003,-1.3441314E+003,-2.3133013E+003,-9.0504839E+001, 1.1640310E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0275464E+002,-3.3551249E+002, 8.9067716E-002, 8.9067716E-002
 8.4200878E+000, 3.3925754E+003,-1.3401377E+003,-2.3023168E+003,-9.7099118E+001, 1.1648106E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1019453E+002,-3.4581344E+002, 8.9272857E-002, 8.9272857E-002
 8.4333353E+000, 3.3697343E+003,-1.3283989E+003,-2.2726021E+003,-1.0009530E+002, 1.1700850E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0324056E+002,-3.3019190E+002, 8.9644271E-002, 8.9644271E-002
 8.4465837E+000, 3.3632796E+003,-1.3191542E+003,-2.2362000E+003,-9.9436993E+001, 1.1751245E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8882243E+002,-2.9033647E+002, 9.0114152E-002, 9.0114152E-002
 8.4664555E+000, 3.4452637E+003,-1.3620834E+003,-2.2047947E+003,-1.0593326E+002, 1.1764348E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0267546E+002,-2.2637120E+002, 9.0382144E-002, 9.0382144E-002
 8.4797039E+000, 3.4378482E+003,-1.3407758E+003,-2.1832371E+003,-1.0563347E+002, 1.1760498E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8036757E+002,-1.9062203E+002, 9.0553744E-002, 9.0553744E-002
 8.4929514E+000, 3.4965643E+003,-1.3695236E+003,-2.2084242E+003,-1.0785336E+002, 1.1743722E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7148830E+002,-1.8806248E+002, 9.0664280E-002, 9.0664280E-002
 8.5061998E+000, 3.5060307E+003,-1.3744785E+003,-2.2386444E+003,-1.0965583E+002, 1.1756903E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6521586E+002,-2.1557235E+002, 9.0931237E-002, 9.0931237E-002
 8.5207720E+000, 3.4503335E+003,-1.3582569E+003,-2.2928074E+003,-1.1386772E+002, 1.1746165E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5491095E+002,-3.1342395E+002, 9.1298763E-002, 9.1298763E-002
 8.5353451E+000, 3.3897051E+003,-1.3197421E+003,-2.3685155E+003,-1.1909615E+002, 1.1760684E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.2987762E+002,-4.1647265E+002, 9.1624657E-002, 9.1624657E-002
 8.5572042E+000, 3.3318071E+003,-1.2939288E+003,-2.4719700E+003,-1.2022434E+002, 1.1806585E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7470122E+002,-5.5313535E+002, 9.2094715E-002, 9.2094715E-002
 8.5717773E+000, 3.2938668E+003,-1.2731970E+003,-2.5911506E+003,-1.1630337E+002, 1.1812160E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0572403E+002,-6.8560299E+002, 9.2366299E-002, 9.2366299E-002
 8.5863504E+000, 3.2240111E+003,-1.2386292E+003,-2.7038484E+003,-1.0912894E+002, 1.1813921E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.2927596E+002,-8.2641414E+002, 9.2655840E-002, 9.2655840E-002
 8.6009226E+000, 3.1909691E+003,-1.2308676E+003,-2.8082286E+003,-1.1618417E+002, 1.1786884E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.8120271E+002,-9.6313252E+002, 9.2807123E-002, 9.2807123E-002
 8.6154957E+000, 3.1188494E+003,-1.1957832E+003,-2.9316763E+003,-1.1418140E+002, 1.1732011E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0190631E+003,-1.1216183E+003, 9.2876349E-002, 9.2876349E-002
 8.6300688E+000, 3.1140257E+003,-1.1760279E+003,-3.0286118E+003,-1.1116910E+002, 1.1680808E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1354906E+003,-1.2006150E+003, 9.2722728E-002, 9.2722728E-002
 8.6446409E+000, 3.0443771E+003,-1.1617995E+003,-3.1008557E+003,-1.1558384E+002, 1.1610229E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2396367E+003,-1.3327009E+003, 9.2500837E-002, 9.2500837E-002
 8.6592140E+000, 2.9598690E+003,-1.1439475E+003,-3.1622218E+003,-1.0972024E+002, 1.1604788E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3620231E+003,-1.4548602E+003, 9.2489514E-002, 9.2489514E-002
 8.6737871E+000, 2.8920004E+003,-1.1118158E+003,-3.1829398E+003,-1.1324568E+002, 1.1568603E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4442774E+003,-1.5148440E+003, 9.2246572E-002, 9.2246572E-002
 8.6883593E+000, 2.8914961E+003,-1.0969882E+003,-3.1995678E+003,-1.1685651E+002, 1.1521437E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4701910E+003,-1.5207643E+003, 9.1940886E-002, 9.1940886E-002
 8.7029324E+000, 2.8482681E+003,-1.0890804E+003,-3.2412258E+003,-1.1191958E+002, 1.1549205E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5296592E+003,-1.5928026E+003, 9.2205079E-002, 9.2205079E-002
 8.7175055E+000, 2.8368964E+003,-1.0919897E+003,-3.2859993E+003,-1.1515908E+002, 1.1587053E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6035310E+003,-1.6550930E+003, 9.2510109E-002, 9.2510109E-002
 8.7320776E+000, 2.8589658E+003,-1.1044743E+003,-3.3892706E+003,-1.1122468E+002, 1.1554900E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6718685E+003,-1.7448484E+003, 9.2406296E-002, 9.2406296E-002
 8.7466507E+000, 2.8361967E+003,-1.1082264E+003,-3.4870624E+003,-1.0783558E+002, 1.1526216E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7770492E+003,-1.8657751E+003, 9.2247474E-002, 9.2247474E-002
 8.7612238E+000, 2.8822560E+003,-1.1224059E+003,-3.5748286E+003,-1.0535056E+002, 1.1464028E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8699597E+003,-1.9191825E+003, 9.1673000E-002, 9.1673000E-002
 8.7757959E+000, 2.8715587E+003,-1.1171417E+003,-3.6430073E+003,-1.0036031E+002, 1.1462436E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9404011E+003,-1.9878043E+003, 9.1351453E-002, 9.1351453E-002
 8.7903690E+000, 2.9001525E+003,-1.1439716E+003,-3.6579983E+003,-1.0103053E+002, 1.1478789E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9643850E+003,-2.0017000E+003, 9.1182062E-002, 9.1182062E-002
 8.8122282E+000, 2.9297950E+003,-1.1394259E+003,-3.6284241E+003,-9.5994089E+001, 1.1403516E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9155429E+003,-1.9329087E+003, 9.0576193E-002, 9.0576193E-002
 8.8268013E+000, 2.9137112E+003,-1.1344522E+003,-3.5537897E+003,-9.5222359E+001, 1.1334136E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8505186E+003,-1.8686196E+003, 8.9952819E-002, 8.9952819E-002
 8.8413734E+000, 2.9402475E+003,-1.1460950E+003,-3.4587779E+003,-9.2894321E+001, 1.1271076E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7496979E+003,-1.7563926E+003, 8.9547053E-002, 8.9547053E-002
 8.8559465E+000, 2.9620163E+003,-1.1454604E+003,-3.3296465E+003,-9.1709478E+001, 1.1185916E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6235874E+003,-1.6036815E+003, 8.9031492E-002, 8.9031492E-002
 8.8705196E+000, 2.9647092E+003,-1.1453119E+003,-3.1816156E+003,-9.2040153E+001, 1.1076853E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4582655E+003,-1.4531508E+003, 8.8211131E-002, 8.8211131E-002
 8.8843527E+000, 3.0050178E+003,-1.1588845E+003,-3.0379835E+003,-8.4572250E+001, 1.0985085E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2976902E+003,-1.2753240E+003, 8.7439619E-002, 8.7439619E-002
 8.8974457E+000, 3.0191982E+003,-1.1623684E+003,-2.8885331E+003,-8.4083805E+001, 1.0951375E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1075160E+003,-1.1146920E+003, 8.6977615E-002, 8.6977615E-002
 8.9118481E+000, 3.0307987E+003,-1.1767758E+003,-2.7498191E+003,-8.4875107E+001, 1.0867661E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.9723058E+002,-9.7958462E+002, 8.6535507E-002, 8.6535507E-002
 8.9262514E+000, 3.0395169E+003,-1.1734743E+003,-2.6195757E+003,-8.4158827E+001, 1.0776426E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.3486771E+002,-8.3661420E+002, 8.5950932E-002, 8.5950932E-002
 8.9406538E+000, 3.0164897E+003,-1.1825379E+003,-2.5049723E+003,-7.9192634E+001, 1.0756549E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.1802615E+002,-7.4913742E+002, 8.5755865E-002, 8.5755865E-002
 8.9550562E+000, 2.9964954E+003,-1.1601538E+003,-2.3935146E+003,-7.9085531E+001, 1.0777810E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.1513598E+002,-6.3518068E+002, 8.5752389E-002, 8.5752389E-002
 8.9766598E+000, 2.9569751E+003,-1.1556699E+003,-2.2837538E+003,-7.5614269E+001, 1.0754713E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.4420657E+002,-5.5698738E+002, 8.5311581E-002, 8.5311581E-002
 8.9910622E+000, 2.9301939E+003,-1.1462002E+003,-2.1824428E+003,-7.0784671E+001, 1.0727864E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2582279E+002,-4.6816099E+002, 8.4986430E-002, 8.4986430E-002
 9.0054655E+000, 2.9819382E+003,-1.1382659E+003,-2.1142213E+003,-7.2300725E+001, 1.0618768E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6055421E+002,-3.4178792E+002, 8.4290319E-002, 8.4290319E-002
 9.0198679E+000, 3.0355694E+003,-1.1589753E+003,-2.0651345E+003,-6.3982171E+001, 1.0560351E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3256648E+002,-2.5146660E+002, 8.3480787E-002, 8.3480787E-002
 9.0342703E+000, 3.0622130E+003,-1.1880522E+003,-2.0058995E+003,-6.7689733E+001, 1.0440444E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0180151E+002,-1.9838429E+002, 8.2822864E-002, 8.2822864E-002
 9.0486727E+000, 3.0990579E+003,-1.2005192E+003,-1.9657599E+003,-6.7228540E+001, 1.0387395E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0516924E+002,-1.3341097E+002, 8.2318921E-002, 8.2318921E-002
 9.0630760E+000, 3.1284964E+003,-1.2114983E+003,-1.9244406E+003,-7.1309959E+001, 1.0318465E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.8852086E+001,-7.7720620E+001, 8.1591250E-002, 8.1591250E-002
 9.0774784E+000, 3.1521975E+003,-1.2139523E+003,-1.8897838E+003,-7.3170952E+001, 1.0227634E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8028859E+000,-2.3686836E+001, 8.0726741E-002, 8.0726741E-002
 9.0918808E+000, 3.2634476E+003,-1.2679042E+003,-1.8617537E+003,-6.9489061E+001, 1.0067832E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9658493E+001, 6.5307506E+001, 7.9969232E-002, 7.9969232E-002
 9.1062832E+000, 3.2866383E+003,-1.2888769E+003,-1.8282839E+003,-7.1863221E+001, 1.0007771E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1199160E+002, 9.8615052E+001, 7.9591794E-002, 7.9591794E-002
 9.1206856E+000, 3.3143447E+003,-1.2964871E+003,-1.7925357E+003,-6.3691418E+001, 9.9605898E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7911307E+002, 1.6262647E+002, 7.9169337E-002, 7.9169337E-002
 9.1350889E+000, 3.3406312E+003,-1.3218961E+003,-1.7663114E+003,-6.5090274E+001, 9.9061665E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0846036E+002, 1.8832400E+002, 7.8603364E-002, 7.8603364E-002
 9.1566925E+000, 3.3593907E+003,-1.3237737E+003,-1.7475428E+003,-6.3707380E+001, 9.9374621E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4188311E+002, 2.2536053E+002, 7.8593159E-002, 7.8593159E-002
 9.1710949E+000, 3.4163684E+003,-1.3328417E+003,-1.7448051E+003,-6.9077804E+001, 9.9258895E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7606541E+002, 2.7063634E+002, 7.8541041E-002, 7.8541041E-002
 9.1846876E+000, 3.4579282E+003,-1.3465018E+003,-1.7375458E+003,-6.2200827E+001, 9.9506862E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1501851E+002, 3.1267481E+002, 7.8708939E-002, 7.8708939E-002
 9.1974707E+000, 3.5054275E+003,-1.3592362E+003,-1.7333459E+003,-6.0060717E+001, 9.9439299E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8101869E+002, 3.5377902E+002, 7.8911025E-002, 7.8911025E-002
 9.2102537E+000, 3.5661008E+003,-1.3878680E+003,-1.7196051E+003,-5.9684135E+001, 9.9483175E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1800702E+002, 3.9993836E+002, 7.8852705E-002, 7.8852705E-002
 9.2294283E+000, 3.6037790E+003,-1.4049039E+003,-1.7079096E+003,-5.8904086E+001, 9.9711363E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5635346E+002, 4.3305840E+002, 7.8842248E-002, 7.8842248E-002
 9.2422113E+000, 3.6300534E+003,-1.4193438E+003,-1.7030567E+003,-6.8388552E+001, 1.0004026E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6271004E+002, 4.4026468E+002, 7.8989424E-002, 7.8989424E-002
 9.2613859E+000, 3.6297134E+003,-1.4285814E+003,-1.7152213E+003,-6.6777713E+001, 1.0060950E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6732429E+002, 4.2013908E+002, 7.9180715E-002, 7.9180715E-002
 9.2741690E+000, 3.6366489E+003,-1.4187033E+003,-1.7414558E+003,-6.1916590E+001, 1.0087723E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4553782E+002, 4.1558194E+002, 7.9306885E-002, 7.9306885E-002
 9.2869520E+000, 3.6729138E+003,-1.4163599E+003,-1.7632542E+003,-6.9995433E+001, 1.0120728E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3229562E+002, 4.2431632E+002, 7.9131065E-002, 7.9131065E-002
 9.3061275E+000, 3.6695222E+003,-1.4070514E+003,-1.8146697E+003,-7.2062425E+001, 1.0098269E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1300529E+002, 3.7674842E+002, 7.8945566E-002, 7.8945566E-002
 9.3189106E+000, 3.6078051E+003,-1.3752353E+003,-1.8790380E+003,-7.2207157E+001, 1.0112232E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5837073E+002, 2.8233586E+002, 7.8792499E-002, 7.8792499E-002
 9.3316936E+000, 3.5329188E+003,-1.3376379E+003,-1.9157234E+003,-6.9825976E+001, 1.0107549E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6636279E+002, 2.1074228E+002, 7.8788171E-002, 7.8788171E-002
