s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 3.1504717E+000, 3.4295701E+003,-1.3285230E+003,-1.7043332E+002,-2.6020327E+001, 6.8898823E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8399474E+003, 1.9052824E+003, 6.7698659E-002, 6.7698659E-002
 3.1584604E+000, 3.4117353E+003,-1.3258542E+003,-1.7182738E+002,-2.6439582E+001, 6.7798237E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9092729E+003, 1.8882921E+003, 6.6594264E-002, 6.6594264E-002
 3.1664491E+000, 3.5019676E+003,-1.3842670E+003,-1.7432475E+002,-2.7016407E+001, 6.7062581E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8951023E+003, 1.9170301E+003, 6.6594264E-002, 6.6594264E-002
 3.1744378E+000, 3.5039563E+003,-1.3290447E+003,-1.7774899E+002,-2.6478525E+001, 6.5519151E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9230740E+003, 1.9713393E+003, 6.5608661E-002, 6.5608661E-002
 3.1824265E+000, 3.5694980E+003,-1.3827818E+003,-1.8247041E+002,-2.7590495E+001, 6.5065197E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9799376E+003, 1.9773059E+003, 6.5608661E-002, 6.5608661E-002
 3.1904151E+000, 3.6620341E+003,-1.4631020E+003,-1.8714182E+002,-2.7172587E+001, 6.3660137E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9897836E+003, 1.9852543E+003, 6.4667864E-002, 6.4667864E-002
 3.1984038E+000, 3.6681808E+003,-1.3872626E+003,-1.9171128E+002,-2.7012097E+001, 6.3314523E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9939010E+003, 2.0628280E+003, 6.4667864E-002, 6.4667864E-002
 3.2063925E+000, 3.7934294E+003,-1.4741031E+003,-1.9672244E+002,-2.7836777E+001, 6.2059523E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0738028E+003, 2.0953877E+003, 6.3753151E-002, 6.3753151E-002
 3.2143812E+000, 3.8050403E+003,-1.4745735E+003,-2.0440203E+002,-2.7967415E+001, 6.1605305E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1055048E+003, 2.0987134E+003, 6.3753151E-002, 6.3753151E-002
 3.2223699E+000, 3.8426418E+003,-1.4754571E+003,-2.1097577E+002,-2.7427249E+001, 6.1045435E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1106839E+003, 2.1293921E+003, 6.2997987E-002, 6.2997987E-002
 3.2303586E+000, 3.8331798E+003,-1.4854147E+003,-2.1730814E+002,-2.6747419E+001, 6.0625678E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1409659E+003, 2.1043157E+003, 6.2997987E-002, 6.2997987E-002
 3.2383471E+000, 3.8458767E+003,-1.5131759E+003,-2.2482262E+002,-2.6551227E+001, 5.9971581E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1141113E+003, 2.0819267E+003, 6.2173095E-002, 6.2173095E-002
 3.2463357E+000, 3.8594556E+003,-1.4996698E+003,-2.3178815E+002,-2.7106929E+001, 5.9737831E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1025648E+003, 2.1014881E+003, 6.2173095E-002, 6.2173095E-002
 3.2543244E+000, 3.8896697E+003,-1.4954401E+003,-2.4208120E+002,-2.7664488E+001, 5.9304281E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1236509E+003, 2.1250769E+003, 6.1621347E-002, 6.1621347E-002
 3.2609820E+000, 3.8583225E+003,-1.4970398E+003,-2.4958564E+002,-2.8326654E+001, 5.9140786E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1407753E+003, 2.0839619E+003, 6.1621347E-002, 6.1621347E-002
 3.2676394E+000, 3.8833117E+003,-1.4914384E+003,-2.5999936E+002,-2.8873972E+001, 5.9208151E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0945842E+003, 2.1035920E+003, 6.1682076E-002, 6.1682076E-002
 3.2742970E+000, 3.9099324E+003,-1.5100495E+003,-2.6934960E+002,-2.7824781E+001, 5.9294389E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1105107E+003, 2.1033015E+003, 6.1682076E-002, 6.1682076E-002
 3.2809544E+000, 3.8347390E+003,-1.5304970E+003,-2.7995039E+002,-2.7822801E+001, 5.9483898E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1112576E+003, 1.9970637E+003, 6.1768800E-002, 6.1768800E-002
 3.2876117E+000, 3.8194600E+003,-1.4806559E+003,-2.9157251E+002,-2.8357265E+001, 5.9439686E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0001776E+003, 2.0194688E+003, 6.1768800E-002, 6.1768800E-002
 3.2949350E+000, 3.7935508E+003,-1.4573693E+003,-3.0594704E+002,-2.8421574E+001, 5.9605063E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0275553E+003, 2.0024089E+003, 6.1717846E-002, 6.1717846E-002
 3.3022583E+000, 3.7989561E+003,-1.4799004E+003,-3.2115910E+002,-3.0281713E+001, 5.9458958E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0065000E+003, 1.9682095E+003, 6.1717846E-002, 6.1717846E-002
 3.3095815E+000, 3.8165086E+003,-1.4666746E+003,-3.3718038E+002,-3.1833116E+001, 5.9588104E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9736881E+003, 1.9814163E+003, 6.1503068E-002, 6.1503068E-002
 3.3169045E+000, 3.8459031E+003,-1.4967104E+003,-3.5416076E+002,-3.4404603E+001, 5.9664398E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9890667E+003, 1.9612240E+003, 6.1503068E-002, 6.1503068E-002
